,date,일누적 자외선 A(MJ/m2),일최대 자외선 B(W/m2 ),평균 오존전량(DU),미세머지_10,미세머지_11,미세머지_12,미세머지_13,미세머지_14,운량_10,운량_11,운량_12,운량_13,운량_14,총자외선지수 일최고값
622,2013-09-14,0.54,0.135,302.4,13.0,-999.0,13.0,-999.0,11.0,10.0,10.0,10.0,10.0,8.0,6.3
623,2013-09-15,0.95,0.152,297.4,25.0,25.0,32.0,24.0,24.0,2.0,6.0,2.0,3.0,2.0,7.2
624,2013-09-16,1.15,0.176,290.0,25.0,34.0,37.0,28.0,25.0,0.0,0.0,0.0,0.0,0.0,8.2
625,2013-09-17,0.96,0.145,295.2,27.0,27.0,31.0,29.0,27.0,1.0,1.0,1.0,1.0,2.0,6.9
626,2013-09-18,0.87,0.134,297.4,56.0,39.0,31.0,29.0,44.0,0.0,0.0,0.0,0.0,0.0,6.4
627,2013-09-19,0.79,0.128,298.0,49.0,52.0,57.0,51.0,56.0,1.0,1.0,0.0,0.0,0.0,6.2
628,2013-09-20,0.89,0.148,290.8,51.0,66.0,54.0,54.0,65.0,3.0,4.0,5.0,5.0,5.0,7.1
629,2013-09-21,0.93,0.144,286.7,47.0,41.0,47.0,47.0,46.0,0.0,2.0,3.0,2.0,3.0,6.8
630,2013-09-22,0.85,0.131,288.0,43.0,52.0,51.0,58.0,47.0,7.0,7.0,7.0,6.0,3.0,6.2
631,2013-09-23,0.96,0.149,284.0,25.0,24.0,65.0,28.0,31.0,4.0,3.0,3.0,2.0,3.0,7.0
632,2013-09-24,0.26,0.071,-999.0,34.0,37.0,21.0,-999.0,13.0,10.0,10.0,10.0,10.0,10.0,3.3
633,2013-09-25,0.98,0.163,293.0,39.0,19.0,26.0,19.0,19.0,6.0,6.0,5.0,3.0,3.0,7.7
634,2013-09-26,0.87,0.149,309.9,40.0,26.0,21.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,7.1
635,2013-09-27,0.86,0.14,308.4,25.0,18.0,22.0,26.0,21.0,2.0,2.0,0.0,1.0,2.0,6.7
636,2013-09-28,0.38,0.091,294.7,41.0,31.0,37.0,30.0,41.0,10.0,10.0,10.0,10.0,10.0,4.2
637,2013-09-29,0.2,0.069,-999.0,16.0,13.0,12.0,11.0,14.0,10.0,10.0,10.0,10.0,10.0,3.3
638,2013-09-30,0.55,0.107,307.1,22.0,17.0,36.0,35.0,30.0,9.0,7.0,9.0,7.0,7.0,5.2
639,2013-10-01,0.88,0.13,290.2,12.0,15.0,20.0,20.0,20.0,3.0,6.0,7.0,6.0,6.0,6.1
640,2013-10-02,0.79,0.15,294.1,31.0,86.0,41.0,28.0,25.0,10.0,10.0,10.0,5.0,3.0,7.1
641,2013-10-03,0.66,0.141,299.5,19.0,15.0,19.0,14.0,23.0,1.0,0.0,0.0,0.0,0.0,6.6
642,2013-10-04,0.75,-999.0,292.4,37.0,40.0,34.0,22.0,43.0,0.0,0.0,0.0,0.0,0.0,6.6
643,2013-10-05,0.97,0.146,276.9,16.0,12.0,18.0,17.0,17.0,0.0,0.0,0.0,1.0,2.0,6.9
644,2013-10-06,0.58,0.125,260.6,14.0,19.0,14.0,20.0,16.0,9.0,9.0,9.0,9.0,9.0,5.9
645,2013-10-07,0.71,0.143,252.1,9.0,9.0,16.0,11.0,22.0,8.0,8.0,9.0,9.0,8.0,6.8
646,2013-10-08,0.24,0.058,251.8,20.0,22.0,24.0,23.0,20.0,10.0,10.0,10.0,10.0,10.0,2.7
647,2013-10-09,0.87,0.132,265.3,20.0,20.0,28.0,17.0,18.0,1.0,0.0,0.0,0.0,0.0,6.3
648,2013-10-10,0.75,0.118,278.6,23.0,26.0,25.0,24.0,24.0,7.0,8.0,9.0,6.0,4.0,6.1
649,2013-10-11,-999.0,0.132,277.2,68.0,50.0,61.0,53.0,40.0,3.0,3.0,3.0,4.0,3.0,6.3
650,2013-10-12,0.82,0.127,280.8,34.0,32.0,23.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,6.1
651,2013-10-13,0.68,0.094,284.6,36.0,39.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,4.5
652,2013-10-14,0.81,0.116,288.3,42.0,33.0,37.0,45.0,38.0,0.0,0.0,0.0,0.0,0.0,5.6
653,2013-10-15,-999.0,0.059,287.8,19.0,27.0,24.0,35.0,35.0,10.0,10.0,10.0,10.0,8.0,-999.0
654,2013-10-16,-999.0,0.124,297.9,19.0,15.0,29.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,5.9
655,2013-10-17,0.64,0.115,283.5,18.0,16.0,17.0,19.0,12.0,6.0,7.0,7.0,7.0,6.0,5.5
656,2013-10-18,0.74,0.114,285.5,30.0,26.0,28.0,23.0,22.0,2.0,3.0,2.0,1.0,1.0,5.4
657,2013-10-19,0.63,0.096,279.5,14.0,18.0,17.0,20.0,-999.0,7.0,7.0,6.0,7.0,7.0,4.6
658,2013-10-20,0.73,0.11,280.5,27.0,35.0,37.0,41.0,37.0,0.0,1.0,1.0,1.0,0.0,5.2
659,2013-10-21,0.67,0.108,266.6,42.0,39.0,39.0,39.0,39.0,0.0,2.0,4.0,4.0,5.0,5.2
660,2013-10-22,-999.0,0.121,265.4,-999.0,-999.0,-999.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,5.7
661,2013-10-23,0.49,0.116,261.9,22.0,20.0,24.0,21.0,19.0,0.0,0.0,0.0,0.0,2.0,5.4
662,2013-10-24,0.58,0.097,264.7,32.0,59.0,134.0,60.0,46.0,2.0,7.0,5.0,4.0,2.0,4.6
663,2013-10-25,0.66,0.106,267.4,36.0,39.0,40.0,51.0,53.0,0.0,0.0,0.0,0.0,0.0,5.0
664,2013-10-26,0.57,0.096,291.1,42.0,43.0,47.0,32.0,31.0,0.0,0.0,1.0,1.0,1.0,4.6
665,2013-10-27,0.52,0.084,301.8,47.0,46.0,52.0,45.0,35.0,0.0,6.0,3.0,3.0,4.0,4.4
666,2013-10-28,0.5,0.086,281.9,41.0,37.0,31.0,33.0,33.0,7.0,8.0,7.0,7.0,8.0,4.1
667,2013-10-29,0.36,0.071,294.8,63.0,60.0,55.0,50.0,37.0,6.0,6.0,10.0,7.0,7.0,3.5
668,2013-10-30,0.66,0.103,281.6,18.0,16.0,19.0,17.0,15.0,1.0,1.0,0.0,1.0,2.0,4.9
669,2013-10-31,0.59,0.097,277.0,27.0,25.0,39.0,38.0,26.0,5.0,4.0,4.0,3.0,3.0,4.6
670,2013-11-01,0.53,0.082,270.8,54.0,56.0,48.0,49.0,47.0,0.0,3.0,1.0,0.0,0.0,3.9
671,2013-11-02,0.14,0.037,-999.0,39.0,-999.0,14.0,6.0,17.0,10.0,10.0,10.0,10.0,10.0,1.8
672,2013-11-03,0.54,0.084,273.6,43.0,40.0,44.0,55.0,51.0,3.0,3.0,7.0,2.0,1.0,4.1
673,2013-11-04,0.51,0.081,284.0,24.0,27.0,28.0,26.0,36.0,3.0,5.0,7.0,4.0,2.0,3.9
674,2013-11-05,0.59,0.091,268.2,35.0,37.0,43.0,49.0,40.0,0.0,0.0,0.0,0.0,0.0,4.3
675,2013-11-06,0.21,0.047,-999.0,63.0,64.0,48.0,45.0,48.0,10.0,10.0,10.0,10.0,10.0,2.3
676,2013-11-07,0.59,0.084,294.6,64.0,51.0,45.0,28.0,27.0,0.0,0.0,0.0,0.0,0.0,4.1
677,2013-11-08,0.48,0.075,295.9,26.0,24.0,24.0,25.0,20.0,5.0,4.0,4.0,4.0,5.0,3.7
678,2013-11-09,0.17,0.03,300.6,42.0,33.0,38.0,38.0,39.0,10.0,10.0,10.0,10.0,10.0,1.6
679,2013-11-10,0.59,0.085,287.4,27.0,29.0,29.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,4.1
680,2013-11-11,0.53,0.078,305.7,27.0,29.0,30.0,33.0,27.0,0.0,0.0,1.0,2.0,3.0,3.8
681,2013-11-12,0.41,-999.0,297.0,14.0,20.0,14.0,26.0,36.0,0.0,1.0,3.0,7.0,8.0,1.8
682,2013-11-13,0.54,0.079,285.2,29.0,33.0,22.0,31.0,22.0,0.0,0.0,0.0,0.0,2.0,3.8
683,2013-11-14,0.19,0.029,-999.0,48.0,41.0,35.0,29.0,31.0,10.0,9.0,10.0,10.0,10.0,1.4
684,2013-11-15,0.51,0.069,293.8,76.0,63.0,49.0,38.0,46.0,5.0,5.0,2.0,2.0,1.0,3.5
685,2013-11-16,0.42,0.062,304.4,47.0,45.0,39.0,49.0,48.0,0.0,0.0,0.0,0.0,0.0,3.1
686,2013-11-17,0.46,0.067,313.2,26.0,24.0,30.0,26.0,29.0,6.0,9.0,5.0,8.0,6.0,3.4
687,2013-11-18,0.44,0.067,331.5,12.0,13.0,11.0,12.0,31.0,6.0,6.0,6.0,7.0,8.0,3.4
688,2013-11-19,0.18,0.025,-999.0,32.0,34.0,29.0,40.0,26.0,9.0,9.0,9.0,9.0,8.0,1.3
689,2013-11-20,0.4,0.052,322.6,24.0,24.0,24.0,23.0,28.0,6.0,9.0,9.0,8.0,7.0,2.6
690,2013-11-21,0.31,0.036,-999.0,29.0,25.0,30.0,20.0,25.0,7.0,8.0,8.0,8.0,8.0,1.8
691,2013-11-22,0.3,0.05,335.8,38.0,34.0,34.0,33.0,29.0,8.0,8.0,7.0,8.0,8.0,2.5
692,2013-11-23,0.37,0.044,319.3,38.0,41.0,43.0,47.0,47.0,2.0,0.0,0.0,2.0,2.0,2.2
693,2013-11-24,0.22,0.039,-999.0,59.0,59.0,67.0,61.0,46.0,5.0,6.0,10.0,10.0,10.0,2.0
694,2013-11-25,0.26,0.048,339.0,37.0,34.0,31.0,40.0,42.0,9.0,9.0,9.0,7.0,6.0,2.5
695,2013-11-26,0.39,0.051,341.6,23.0,18.0,17.0,16.0,28.0,7.0,8.0,8.0,9.0,7.0,2.7
696,2013-11-27,0.17,0.034,-999.0,15.0,15.0,9.0,10.0,31.0,10.0,10.0,10.0,10.0,8.0,1.8
697,2013-11-28,0.23,0.035,369.5,27.0,33.0,35.0,37.0,42.0,0.0,1.0,1.0,2.0,4.0,1.8
698,2013-11-29,0.34,0.042,324.7,26.0,23.0,29.0,22.0,28.0,2.0,4.0,7.0,9.0,7.0,2.2
699,2013-11-30,0.37,0.043,-999.0,21.0,21.0,29.0,42.0,40.0,1.0,0.0,0.0,0.0,1.0,2.3
700,2013-12-01,0.44,0.045,367.7,33.0,29.0,26.0,23.0,21.0,6.0,6.0,4.0,1.0,1.0,2.4
701,2013-12-02,0.29,0.04,347.1,20.0,31.0,34.0,33.0,34.0,8.0,8.0,8.0,8.0,9.0,2.1
702,2013-12-03,0.33,0.032,-999.0,-999.0,-999.0,-999.0,45.0,-999.0,0.0,0.0,3.0,3.0,6.0,1.7
703,2013-12-04,0.3,0.041,334.5,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,3.0,2.0,2.1
704,2013-12-05,0.18,0.018,-999.0,-999.0,83.0,86.0,89.0,85.0,10.0,8.0,9.0,9.0,9.0,0.9
705,2013-12-06,0.46,0.048,332.1,-999.0,20.0,22.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,2.5
706,2013-12-07,0.26,0.035,354.8,10.0,-999.0,-999.0,-999.0,-999.0,3.0,2.0,6.0,5.0,4.0,1.9
707,2013-12-08,0.43,0.045,329.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.4
708,2013-12-09,0.03,0.005,-999.0,10.0,19.0,11.0,13.0,24.0,10.0,10.0,10.0,10.0,10.0,0.2
709,2013-12-10,0.39,0.051,-999.0,34.0,45.0,36.0,31.0,21.0,4.0,3.0,3.0,3.0,4.0,2.6
710,2013-12-11,0.04,0.034,-999.0,33.0,30.0,37.0,41.0,39.0,8.0,6.0,10.0,9.0,8.0,1.3
711,2013-12-12,0.15,0.017,-999.0,20.0,25.0,30.0,23.0,20.0,3.0,8.0,10.0,9.0,10.0,0.9
712,2013-12-13,0.33,0.052,310.8,-999.0,-999.0,-999.0,34.0,36.0,9.0,9.0,8.0,1.0,1.0,2.7
713,2013-12-14,0.29,0.041,310.3,23.0,24.0,24.0,26.0,30.0,1.0,8.0,8.0,6.0,7.0,2.1
714,2013-12-15,0.41,0.052,276.8,23.0,20.0,30.0,29.0,36.0,1.0,0.0,3.0,0.0,0.0,2.6
715,2013-12-16,0.25,0.033,-999.0,36.0,36.0,33.0,31.0,34.0,7.0,7.0,8.0,8.0,8.0,1.7
716,2013-12-17,0.29,0.043,-999.0,72.0,60.0,47.0,29.0,33.0,10.0,10.0,9.0,10.0,10.0,2.1
717,2013-12-18,0.38,0.041,336.2,19.0,32.0,-999.0,24.0,20.0,6.0,4.0,3.0,3.0,3.0,2.2
718,2013-12-19,0.26,0.036,-999.0,21.0,19.0,23.0,30.0,29.0,7.0,8.0,6.0,7.0,7.0,1.9
719,2013-12-20,0.09,0.013,-999.0,44.0,46.0,45.0,47.0,48.0,8.0,9.0,9.0,9.0,9.0,0.7
720,2013-12-21,0.37,-999.0,337.9,75.0,75.0,76.0,88.0,84.0,0.0,0.0,0.0,1.0,3.0,1.8
721,2013-12-22,0.18,0.026,-999.0,32.0,26.0,30.0,26.0,28.0,7.0,6.0,6.0,8.0,9.0,1.3
722,2013-12-23,-999.0,-999.0,312.4,20.0,22.0,24.0,19.0,20.0,1.0,4.0,5.0,1.0,1.0,1.8
723,2013-12-24,0.43,0.046,320.6,33.0,34.0,26.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,2.4
724,2013-12-25,0.38,0.041,336.0,40.0,47.0,36.0,25.0,22.0,1.0,2.0,3.0,5.0,5.0,2.2
725,2013-12-26,0.16,0.016,-999.0,34.0,29.0,52.0,77.0,95.0,10.0,8.0,8.0,10.0,10.0,0.8
726,2013-12-27,0.36,0.042,360.8,36.0,39.0,36.0,39.0,47.0,4.0,5.0,2.0,2.0,2.0,2.2
727,2013-12-28,0.28,0.034,-999.0,16.0,16.0,16.0,23.0,20.0,6.0,4.0,6.0,8.0,7.0,1.9
728,2013-12-29,0.34,0.037,354.4,26.0,23.0,22.0,22.0,31.0,1.0,1.0,3.0,3.0,4.0,2.0
729,2013-12-30,0.27,0.03,324.4,88.0,104.0,96.0,82.0,83.0,3.0,4.0,8.0,9.0,4.0,1.5
730,2013-12-31,0.27,0.027,323.0,90.0,107.0,114.0,103.0,115.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.4
731,2014-01-01,0.38,0.036,382.5,91.0,103.0,120.0,96.0,89.0,0.0,0.0,1.0,0.0,0.0,1.9
732,2014-01-02,0.42,0.044,327.7,61.0,49.0,40.0,29.0,28.0,2.0,2.0,3.0,1.0,0.0,2.3
733,2014-01-03,0.33,0.042,323.3,42.0,48.0,44.0,39.0,37.0,7.0,7.0,7.0,7.0,7.0,2.3
734,2014-01-04,0.44,0.042,315.5,19.0,24.0,24.0,33.0,36.0,0.0,0.0,0.0,0.0,0.0,2.2
735,2014-01-05,0.35,0.038,311.5,29.0,31.0,26.0,28.0,25.0,0.0,0.0,2.0,5.0,5.0,2.0
736,2014-01-06,0.38,0.043,306.3,48.0,43.0,38.0,46.0,47.0,3.0,3.0,0.0,0.0,0.0,2.2
737,2014-01-07,0.29,0.038,304.4,66.0,61.0,53.0,35.0,28.0,5.0,6.0,8.0,8.0,8.0,1.9
738,2014-01-08,0.26,0.037,300.2,91.0,92.0,77.0,68.0,56.0,10.0,10.0,10.0,8.0,5.0,1.9
739,2014-01-09,0.49,-999.0,353.2,13.0,27.0,20.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,2.6
740,2014-01-10,0.35,0.037,-999.0,18.0,16.0,17.0,20.0,27.0,8.0,5.0,6.0,5.0,6.0,2.0
741,2014-01-11,0.27,0.04,-999.0,54.0,51.0,50.0,44.0,46.0,7.0,7.0,8.0,6.0,6.0,2.1
742,2014-01-12,0.29,0.032,-999.0,94.0,85.0,91.0,86.0,90.0,8.0,7.0,8.0,8.0,8.0,1.6
743,2014-01-13,0.49,0.057,323.1,27.0,20.0,24.0,13.0,12.0,0.0,2.0,1.0,0.0,0.0,2.9
744,2014-01-14,0.41,0.04,-999.0,45.0,42.0,46.0,50.0,55.0,0.0,0.0,0.0,0.0,1.0,2.1
745,2014-01-15,0.39,0.045,336.4,78.0,58.0,37.0,42.0,46.0,0.0,0.0,0.0,0.0,2.0,2.3
746,2014-01-16,0.33,0.036,-999.0,50.0,52.0,54.0,63.0,70.0,5.0,3.0,3.0,4.0,7.0,1.9
747,2014-01-17,0.3,0.029,-999.0,95.0,105.0,119.0,126.0,143.0,0.0,0.0,4.0,3.0,2.0,1.5
748,2014-01-18,0.42,0.05,323.2,64.0,38.0,28.0,30.0,30.0,7.0,4.0,4.0,4.0,5.0,2.6
749,2014-01-19,0.36,0.052,338.6,36.0,32.0,35.0,32.0,37.0,0.0,0.0,0.0,2.0,4.0,2.7
750,2014-01-20,0.25,0.026,344.4,155.0,178.0,192.0,188.0,198.0,9.0,8.0,7.0,7.0,7.0,1.4
751,2014-01-21,0.19,0.024,-999.0,72.0,77.0,75.0,79.0,76.0,7.0,6.0,6.0,6.0,8.0,1.3
752,2014-01-22,0.52,0.055,358.3,37.0,41.0,34.0,26.0,33.0,0.0,1.0,1.0,2.0,2.0,2.8
753,2014-01-23,0.5,0.057,-999.0,33.0,29.0,22.0,22.0,24.0,1.0,0.0,0.0,0.0,0.0,2.9
754,2014-01-24,0.32,0.036,333.9,12.0,16.0,21.0,20.0,18.0,9.0,9.0,9.0,9.0,8.0,1.8
755,2014-01-25,0.11,0.017,-999.0,8.0,13.0,30.0,29.0,27.0,10.0,10.0,10.0,10.0,10.0,0.9
756,2014-01-26,0.56,0.064,334.9,17.0,28.0,21.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,3.2
757,2014-01-27,0.48,0.054,-999.0,25.0,34.0,37.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,2.8
758,2014-01-28,0.51,0.065,312.4,43.0,69.0,59.0,52.0,46.0,8.0,5.0,7.0,7.0,6.0,3.2
759,2014-01-29,0.37,0.064,312.7,21.0,23.0,26.0,30.0,24.0,0.0,1.0,3.0,8.0,8.0,3.2
760,2014-01-30,0.09,0.01,-999.0,19.0,19.0,12.0,26.0,46.0,10.0,10.0,10.0,10.0,10.0,0.5
761,2014-01-31,0.39,0.055,340.4,24.0,13.0,21.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,2.8
762,2014-02-01,0.07,0.012,-999.0,63.0,61.0,67.0,65.0,71.0,10.0,10.0,9.0,10.0,10.0,0.5
763,2014-02-02,0.18,0.042,-999.0,24.0,33.0,16.0,8.0,17.0,10.0,10.0,10.0,10.0,10.0,2.1
764,2014-02-03,0.39,0.053,359.0,86.0,-999.0,98.0,77.0,46.0,8.0,8.0,9.0,4.0,6.0,2.7
765,2014-02-04,0.62,0.066,401.2,24.0,19.0,21.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,3.4
766,2014-02-05,0.47,0.069,322.1,32.0,30.0,34.0,34.0,31.0,9.0,8.0,7.0,6.0,6.0,3.4
767,2014-02-06,0.51,0.069,332.8,53.0,40.0,45.0,26.0,35.0,10.0,6.0,8.0,2.0,6.0,3.4
768,2014-02-07,0.43,0.066,333.3,21.0,17.0,18.0,13.0,18.0,6.0,7.0,8.0,9.0,8.0,3.3
769,2014-02-08,0.2,0.036,-999.0,8.0,9.0,3.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,1.8
770,2014-02-09,0.28,0.041,-999.0,31.0,32.0,33.0,34.0,37.0,8.0,9.0,10.0,10.0,10.0,2.0
771,2014-02-10,0.55,0.066,359.2,39.0,37.0,30.0,23.0,26.0,6.0,4.0,3.0,5.0,5.0,3.4
772,2014-02-11,0.65,0.079,341.0,17.0,19.0,16.0,16.0,20.0,0.0,1.0,3.0,3.0,3.0,4.0
773,2014-02-12,0.56,0.08,332.5,14.0,13.0,22.0,16.0,19.0,6.0,6.0,6.0,6.0,6.0,4.0
774,2014-02-13,0.49,0.066,-999.0,50.0,37.0,33.0,22.0,17.0,7.0,6.0,7.0,7.0,8.0,3.3
775,2014-02-14,0.61,0.075,349.5,20.0,18.0,16.0,17.0,17.0,4.0,6.0,6.0,7.0,8.0,3.8
776,2014-02-15,0.65,0.072,370.0,25.0,23.0,24.0,26.0,27.0,0.0,0.0,0.0,0.0,1.0,3.6
777,2014-02-16,0.53,0.069,332.3,42.0,38.0,40.0,41.0,38.0,7.0,6.0,8.0,8.0,5.0,3.4
778,2014-02-17,0.34,0.052,298.7,60.0,71.0,74.0,79.0,81.0,5.0,8.0,8.0,8.0,9.0,2.5
779,2014-02-18,0.46,0.065,303.4,9.0,18.0,21.0,20.0,19.0,8.0,6.0,8.0,8.0,8.0,3.2
780,2014-02-19,0.63,0.071,391.7,17.0,18.0,25.0,22.0,23.0,2.0,4.0,6.0,4.0,6.0,3.6
781,2014-02-20,0.48,0.047,444.5,78.0,83.0,85.0,74.0,72.0,7.0,7.0,7.0,7.0,5.0,2.5
782,2014-02-21,0.66,0.075,361.1,34.0,29.0,38.0,41.0,59.0,0.0,0.0,0.0,0.0,0.0,3.8
783,2014-02-22,0.55,0.062,377.6,91.0,91.0,90.0,81.0,67.0,0.0,0.0,0.0,0.0,0.0,3.2
784,2014-02-23,0.48,0.051,-999.0,77.0,82.0,78.0,73.0,70.0,0.0,0.0,0.0,0.0,0.0,2.7
785,2014-02-24,0.46,0.058,376.7,134.0,137.0,156.0,159.0,163.0,0.0,0.0,0.0,0.0,0.0,2.9
786,2014-02-25,0.57,0.07,355.6,139.0,158.0,169.0,151.0,138.0,0.0,0.0,0.0,2.0,3.0,3.5
787,2014-02-26,0.55,0.075,333.3,148.0,159.0,179.0,169.0,143.0,7.0,8.0,8.0,8.0,7.0,3.7
788,2014-02-27,0.64,0.086,318.3,83.0,58.0,65.0,84.0,105.0,4.0,4.0,3.0,5.0,6.0,4.2
789,2014-02-28,0.7,0.115,312.3,49.0,44.0,46.0,34.0,33.0,6.0,6.0,6.0,4.0,8.0,5.5
790,2014-03-01,0.35,0.069,-999.0,50.0,41.0,43.0,42.0,54.0,10.0,9.0,10.0,10.0,10.0,3.2
791,2014-03-02,0.82,0.112,338.7,30.0,31.0,35.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,5.4
792,2014-03-03,0.67,0.084,348.2,35.0,36.0,43.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,4.1
793,2014-03-04,0.56,0.079,330.2,72.0,48.0,40.0,45.0,42.0,8.0,7.0,8.0,7.0,8.0,3.8
794,2014-03-05,0.88,0.117,358.8,64.0,114.0,114.0,96.0,67.0,0.0,0.0,0.0,0.0,0.0,5.7
795,2014-03-06,0.7,0.102,355.3,26.0,25.0,26.0,24.0,28.0,2.0,1.0,3.0,2.0,4.0,5.0
796,2014-03-07,0.69,0.1,390.3,21.0,15.0,14.0,18.0,26.0,0.0,0.0,0.0,0.0,0.0,5.0
797,2014-03-08,0.61,0.068,399.7,39.0,37.0,36.0,39.0,45.0,2.0,4.0,6.0,8.0,8.0,3.4
798,2014-03-09,0.65,0.101,389.4,42.0,49.0,49.0,60.0,42.0,10.0,5.0,5.0,4.0,0.0,5.0
799,2014-03-10,0.83,0.105,403.3,36.0,30.0,30.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,5.2
800,2014-03-11,0.8,0.098,380.0,30.0,26.0,28.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,4.9
801,2014-03-12,0.13,0.02,-999.0,19.0,29.0,23.0,29.0,26.0,10.0,10.0,10.0,10.0,10.0,0.9
802,2014-03-13,0.25,0.029,-999.0,20.0,23.0,24.0,30.0,34.0,10.0,10.0,10.0,10.0,10.0,1.4
803,2014-03-14,0.81,0.088,422.6,44.0,44.0,39.0,42.0,37.0,2.0,2.0,3.0,2.0,1.0,4.5
804,2014-03-15,0.8,0.106,336.8,36.0,33.0,29.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,5.1
805,2014-03-16,0.67,0.086,348.2,62.0,63.0,63.0,62.0,64.0,1.0,2.0,0.0,0.0,0.0,4.2
806,2014-03-17,0.63,0.127,332.2,40.0,39.0,38.0,42.0,40.0,8.0,1.0,8.0,3.0,3.0,6.2
807,2014-03-18,0.53,0.099,362.6,48.0,56.0,75.0,53.0,59.0,10.0,10.0,7.0,5.0,3.0,4.9
808,2014-03-19,0.24,0.043,-999.0,63.0,84.0,104.0,115.0,129.0,8.0,10.0,10.0,10.0,10.0,2.1
809,2014-03-20,0.78,0.104,382.3,31.0,45.0,49.0,71.0,77.0,6.0,2.0,5.0,2.0,1.0,5.1
810,2014-03-21,0.88,0.121,378.6,31.0,31.0,27.0,31.0,41.0,2.0,1.0,0.0,0.0,1.0,5.9
811,2014-03-22,0.86,0.109,382.2,37.0,36.0,39.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,5.4
812,2014-03-23,0.87,0.103,369.1,64.0,57.0,52.0,54.0,53.0,0.0,0.0,0.0,0.0,0.0,5.1
813,2014-03-24,0.74,0.107,353.0,60.0,59.0,51.0,56.0,46.0,0.0,2.0,5.0,7.0,8.0,5.2
814,2014-03-25,0.2,0.041,-999.0,30.0,39.0,40.0,38.0,48.0,10.0,10.0,10.0,10.0,10.0,2.0
815,2014-03-26,0.7,0.116,331.1,44.0,44.0,36.0,28.0,34.0,10.0,10.0,10.0,10.0,8.0,5.6
816,2014-03-27,0.62,0.086,363.2,19.0,17.0,24.0,32.0,28.0,7.0,6.0,0.0,0.0,0.0,4.2
817,2014-03-28,0.92,0.11,330.9,84.0,85.0,78.0,86.0,85.0,2.0,0.0,0.0,0.0,1.0,5.4
818,2014-03-29,0.34,0.055,-999.0,36.0,27.0,17.0,22.0,24.0,10.0,10.0,10.0,10.0,10.0,2.7
819,2014-03-30,1.03,0.119,359.6,31.0,32.0,26.0,35.0,38.0,2.0,3.0,3.0,1.0,1.0,5.9
820,2014-03-31,0.81,0.112,329.8,45.0,42.0,42.0,42.0,43.0,7.0,8.0,8.0,8.0,7.0,5.4
821,2014-04-01,0.9,0.108,344.1,71.0,79.0,73.0,70.0,64.0,0.0,0.0,0.0,0.0,0.0,5.3
822,2014-04-02,0.98,0.12,345.7,68.0,51.0,54.0,48.0,44.0,0.0,0.0,0.0,0.0,2.0,5.8
823,2014-04-03,0.41,0.079,-999.0,22.0,32.0,43.0,43.0,37.0,6.0,8.0,8.0,8.0,10.0,4.0
824,2014-04-04,1.12,0.141,371.2,12.0,16.0,18.0,15.0,14.0,1.0,1.0,0.0,0.0,0.0,6.8
825,2014-04-05,1.03,0.11,406.6,23.0,22.0,38.0,50.0,41.0,1.0,1.0,3.0,10.0,5.0,5.5
826,2014-04-06,0.95,0.146,378.8,46.0,41.0,31.0,33.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0
827,2014-04-07,1.04,0.138,335.1,50.0,49.0,46.0,46.0,44.0,6.0,6.0,6.0,2.0,2.0,6.6
828,2014-04-08,0.98,0.136,362.8,40.0,45.0,36.0,42.0,46.0,0.0,0.0,0.0,0.0,0.0,6.6
829,2014-04-09,0.53,0.103,350.3,21.0,21.0,17.0,17.0,27.0,10.0,10.0,10.0,8.0,9.0,4.9
830,2014-04-10,0.78,0.125,320.1,27.0,29.0,22.0,32.0,27.0,6.0,0.0,0.0,0.0,0.0,6.0
831,2014-04-11,0.54,0.093,337.4,39.0,39.0,42.0,46.0,48.0,10.0,8.0,7.0,7.0,7.0,4.5
832,2014-04-12,0.76,0.111,332.0,56.0,55.0,49.0,64.0,59.0,9.0,9.0,9.0,9.0,9.0,5.4
833,2014-04-13,0.72,0.117,331.4,62.0,66.0,58.0,59.0,46.0,10.0,10.0,9.0,9.0,7.0,5.6
