date,11시강수확률,11시최고기온,11시최저기온,11시 하늘 상태,14시강수확률,14시최고기온,14시최저기온,14시 하늘 상태,일누적 자외선 A(MJ/m2),일최대 자외선 B(W/m2 ),평균 오존전량(DU),미세먼지_10,미세먼지_11,미세먼지_12,미세먼지_13,미세먼지_14,운량_10,운량_11,운량_12,운량_13,운량_14,하루평균 미세먼지량,하루누적 미세먼지량,총자외선지수 일최고값
2016-08-04,10,33.700001,23.5,2,10,34.299999,23.200001,2,1.14,0.194,307.5,39,34,31,46,37,2,1,5,4,5,21.6,108,8.9
2016-08-05,10,33.099998,24.1,2,10,33.099998,24.1,2,1.15,0.203,300.6,46,41,35,26,27,0,1,5,7,8,29.4,147,9.3
2016-08-06,20,32.200001,24.299999,3,10,32.200001,24.4,2,1.12,0.187,300.9,40,36,44,47,41,0,1,3,7,8,58.2,291,8.6
2016-08-07,20,33.400002,23.1,3,10,33.400002,23.1,2,1.21,0.203,300,32,38,40,35,34,0,1,2,7,7,51.8,259,9.3
2016-08-08,20,33.200001,24.1,3,20,33.200001,24.1,3,1.08,0.22,295.1,24,31,30,32,28,2,3,4,4,4,27.6,138,10.1
2016-08-09,20,33.200001,24.299999,3,20,33.200001,24.299999,3,1.12,0.201,294.8,34,44,42,36,33,3,3,2,3,8,35.4,177,9.2
2016-08-10,10,34.400002,24.200001,2,10,34.400002,24.200001,2,1.27,0.23,289.3,44,43,45,37,27,4,4,6,7,4,36.6,183,10.5
2016-08-11,10,34,23.700001,2,10,34.200001,23.200001,2,1.27,0.228,287.4,29,18,20,14,10,1,3,5,3,3,24.2,121,10.4
2016-08-12,10,33.299999,24.799999,2,10,33.200001,24.299999,2,1.14,0.229,286.8,30,29,28,24,17,6,5,4,4,1,39,195,10.4
2016-08-13,20,31.4,24.299999,3,20,31.6,24.700001,3,1.07,0.219,287.9,23,28,31,18,21,4,6,3,6,6,51,255,10
2016-08-14,20,32.299999,24.1,3,20,32.299999,24.4,3,1.03,0.22,286.8,34,28,32,26,27,9,8,9,9,10,35.6,178,10.1
2016-08-15,20,32.400002,23.299999,3,20,32.400002,23.299999,3,0.97,0.212,292.8,30,31,38,39,39,7,6,8,8,8,41,205,9.8
2016-08-16,10,33.299999,23.1,2,10,33.299999,23.1,2,1.22,0.206,300.7,27,29,32,27,38,0,0,0,0,0,48.8,244,9.5
2016-08-17,20,33.299999,23.200001,3,20,33.299999,23.299999,3,1.09,0.192,299.4,39,45,43,36,43,6,6,7,6,6,33.4,167,8.9
2016-08-18,20,33.099998,23.1,3,20,33.099998,23.1,3,0.9,0.162,295.9,44,49,55,51,51,6,7,9,6,7,49.8,249,7.6
2016-08-19,20,33,24.5,3,20,33.099998,24.200001,3,0.91,0.165,295.1,43,49,46,36,44,2,7,9,9,9,39.4,197,7.6
2016-08-21,20,34.299999,23.299999,3,10,34.200001,24.299999,2,0.73,0.153,294.1,23,17,23,26,31,7,8,7,7,6,26,130,7.1
2016-08-22,20,33.099998,23.200001,3,10,33.200001,23.700001,2,1.15,0.201,292,39,33,28,40,23,2,4,7,7,4,39.6,198,9.2
2016-08-23,10,33.200001,21.200001,2,10,33.200001,21.200001,2,1.02,0.204,285,43,37,22,18,26,4,4,4,7,4,49.2,246,9.3
2016-08-24,10,32.099998,23.200001,2,10,32.099998,23.200001,2,1.08,0.203,285,25,24,27,30,29,7,4,8,9,8,37,185,9.3
2016-08-25,30,29.1,22.4,4,30,29.1,22.4,4,1.08,0.198,289.7,34,26,43,20,57,1,2,2,5,6,57,285,9.1
2016-08-26,10,29.200001,18.200001,2,10,29.200001,18.200001,2,0.85,0.221,304.2,20,13,8,8,12,10,10,9,6,6,40,200,10.1
2016-08-27,30,25.299999,17.799999,4,61,25.200001,17.200001,4,0.96,0.213,310.1,12,17,12,11,21,7,8,8,8,8,36.6,183,9.8
2016-08-28,20,26.1,16.700001,3,20,26.200001,16.200001,3,0.8,0.173,334.3,14,16,14,13,18,8,8,7,6,6,56.6,283,8
2016-08-29,20,24.1,17.299999,3,20,24.200001,17.700001,3,1,0.187,330,11,13,11,14,21,0,0,2,3,2,26.6,133,8.9
2016-08-30,30,22.299999,17.4,4,29,22.299999,17.700001,4,0.87,0.198,321.3,32,39,37,42,47,8,8,9,9,9,15.2,76,9.1
2016-08-31,30,28,19.200001,4,60,28,19.200001,3,0.81,0.208,309.9,35,34,34,45,40,10,10,10,10,10,61.6,308,9.6
2016-09-01,10,26.299999,21.200001,2,20,26.299999,21.200001,3,0.87,0.133,316.9,72,51,45,49,60,9,9,9,8,6,56.4,282,6.2
2016-09-02,30,26.299999,20.299999,4,30,26.299999,20.299999,4,0.89,0.17,313.1,16,22,14,14,14,3,3,6,8,4,44.2,221,7.9
2016-09-03,10,28.4,19.200001,2,20,28.4,19.200001,3,1.06,0.183,306.4,9,11,9,13,10,2,4,2,3,4,19.6,98,8.4
2016-09-04,20,29.4,21.700001,3,20,29.4,21.200001,3,0.81,0.175,301.4,23,22,30,23,25,6,6,6,7,6,11.8,59,8.1
2016-09-05,10,28.1,19.1,2,10,28.1,19.1,2,0.87,0.157,307.5,37,36,33,33,31,9,8,7,8,3,32,160,7.3
2016-09-06,20,27.1,19.200001,3,20,27.1,19.200001,3,0.55,0.109,304.5,37,30,30,31,38,8,7,9,10,10,41.8,209,5.1
2016-09-07,30,27.200001,19,4,20,27.200001,19,3,0.69,0.186,295.4,46,44,45,44,42,10,7,7,6,8,90.8,454,8.5
2016-09-08,20,27.299999,19.1,3,20,27.299999,19.1,3,0.85,0.156,307.7,42,36,44,37,33,6,7,4,4,1,37.8,189,7.2
2016-09-09,10,27.4,17.200001,2,20,27.4,17.200001,3,0.96,0.169,307.7,44,44,34,32,32,4,4,3,2,3,25.6,128,7.8
2016-09-10,20,27.299999,18.299999,3,20,27.299999,18.299999,3,0.81,0.162,299.4,28,30,34,32,31,10,9,7,5,7,31.6,158,7.5
2016-09-11,20,27.4,19.200001,3,20,27.4,19.200001,3,0.75,0.167,294.3,31,25,31,30,30,6,7,7,6,8,44.2,221,7.7
2016-09-12,10,28.5,18.299999,2,10,28.299999,18.200001,2,0.82,0.161,293.5,42,34,34,36,40,4,3,1,7,8,199.8,999,7.4
2016-09-13,20,27.6,18.799999,3,20,27.4,18.1,3,0.78,0.167,292.8,43,41,33,19,26,3,3,5,8,7,170.8,854,7.7
2016-09-14,20,28.299999,17.200001,3,10,28.200001,17.700001,2,0.89,0.169,295.5,34,26,24,21,29,8,5,5,6,6,93.4,467,7.8
2016-09-15,20,26.200001,18.299999,3,20,26.200001,18.700001,3,0.8,0.162,289.9,26,34,38,33,31,8,3,6,8,6,68,340,7.5
2016-09-16,30,24.299999,19.1,4,80,24.299999,19.1,4,0.42,0.086,268.3,36,39,42,31,13,10,10,9,9,10,35.2,176,4
2016-09-17,20,26.200001,19.1,3,20,26.200001,19.1,3,0.44,0.119,279.3,8,6,4,6,12,10,10,10,10,10,33.6,168,5.4
2016-09-18,20,25.1,17.200001,3,20,25.1,17.200001,3,0.66,0.191,286.1,9,9,10,6,9,7,9,8,7,8,49,245,8.8
2016-09-19,10,25.1,15.3,2,10,25.1,15.3,2,0.94,0.185,289.4,11,14,15,14,12,0,2,2,3,4,27.2,136,8.5
2016-09-20,0,24.200001,13.3,1,10,24.200001,13.4,2,0.87,0.174,296.5,13,13,11,11,10,1,1,1,2,2,77.8,389,8
2016-09-21,20,24.1,15.2,3,20,24.1,15.2,3,0.7,0.161,294,35,28,29,28,30,8,8,8,8,9,38.8,194,7.4
2016-09-22,10,25.4,14.3,2,0,25.4,14.3,1,0.89,0.157,300.8,29,33,30,29,29,2,0,4,4,5,55.2,276,7.3
2016-09-23,10,27.4,14.4,2,0,27.4,14.4,1,0.86,0.154,300.1,30,32,31,30,30,1,3,3,4,5,20.6,103,7.1
2016-09-24,10,26.299999,17.200001,2,10,26.299999,17.200001,2,0.81,0.143,304.2,36,36,41,39,41,0,0,3,1,4,12.4,62,6.7
2016-09-25,20,26.1,18.299999,3,20,26.1,18.299999,3,0.63,0.142,290.2,37,29,38,33,36,8,10,10,7,7,26.4,132,6.6
2016-09-26,20,24.200001,20.299999,3,30,24.200001,20.299999,4,0.66,0.177,277.6,40,38,38,28,37,8,9,9,7,7,28.2,141,8.1
